repository,visibility,default_branch,last_verified,status,private_backup_location,notes
vkb-lab/OS-v1,public,main,2026-07-11,accessible,Google Drive/02 — BACKUPS GIT COMPLETOS,"Único repositório visível na integração nesta data"
